,Title,Source,Date,Title Sentiment,Body Sentiment,Summary,Link
136,Best Buy cashing in as Americans grow older,CNN,2018-10-08,0.374265,0.383665,"That's one of the reasons why Best Buy appointed Cindy Kent , a veteran health care executive, to its board of directors last week. Best Buy wants to carve out a niche as a retail leader in digital health, and the deal fits into its growth strategy to offer shoppers a menu of consultative solutions for their tech needs ""We think it's a completely white space that is waiting to be captured,"" Best Buy chief executive Hubert Joly said last year about his company's opportunity to bring health tech to older people. As part of its new plan, Best Buy has rolled out Assured Living , a home safety monitoring system that allows caregivers to closely track a person's day. ""Across both Assured Living and GreatCall, we believe there's an exciting opportunity in this idea of monitoring the behaviors and health of frail seniors in their homes,"" Joly told analysts in August. Last month, it unveiled Alexa-controlled microwaves and wall clocks ""Best Buy wants to get as embedded in your home as possible,"" said Charlie O'Shea, lead retail analyst at Moody's.",http://rss.cnn.com/~r/rss/cnn_latest/~3/EfC_0i2_rK4/index.html
137,Chinese programmer punished for selling VPN services,CNN,2018-10-10,0.711994,0.904917,"According to a court report published Tuesday, the man, surnamed Dai, was given a three-year suspended sentence and fined around $1,400 this week after being found guilty of operating a website offering virtual private network (VPN) services to hundreds of Chinese users between April 2016 and October 2017. VPN services remain one of the most effective means of getting around the Great Firewall, China's vast online censorship apparatus. In the West, VPNs are mainly used for connecting to company intranets, strengthening online privacy and getting around regional blocks on services such as Netflix or the BBC iPlayer. According to the Chinese Ministry of Industry and Information Technology, VPN services are permitted in China, but must not be ""established or leased without the approval of the telecommunications authorities."" By encouraging companies to switch to using approved VPN services -- which will continue to block websites deemed off limits by the Great Firewall -- Chinese censors may be preparing for a time when they can block all other providers.",http://rss.cnn.com/~r/rss/cnn_latest/~3/SAJLXwj2Z94/index.html
138,Stocks keep sliding as tech gets hit hard,CNN,2018-10-10,0.674409,0.488919,"Stocks slid sharply on Wednesday because investors are worried about rising interest rates. Although that's largely because the US economy is so strong, the spike in rates for the benchmark US 10-Year Treasury has investors wondering if the near-decade-old bull market may finally be ending. Investors may want to shift out of momentum and into more defensive stocks, companies that aren't as expensive and also pay healthy, stable dividends. With that in mind, tech leaders Amazon ( AMZN ), Facebook ( FB ) and Netflix ( NFLX ) were all leading the market lower Wednesday while stodgier companies like Coca-Cola ( KO ), Verizon ( VZ ) and drug giant Johnson & Johnson ( JNJ ) were trading higher. Apple ( AAPL ), Boeing ( BA ), Caterpillar ( CAT ) and Nike ( NKE ) -- Dow stocks that all have a significant presence in China -- were among the bigger blue chip losers on Wednesday.",http://rss.cnn.com/~r/rss/cnn_latest/~3/tL97hvYRDn8/index.html
139,How tech companies are addressing screen addiction,CNN,2018-10-10,0.786673,0.550709,"From app developers to tech behemoths such as Google and Facebook, companies have spent years working to make consumer technology as addictive as possible. Apple and Google are implementing new features aimed at curbing phone usage, and apps like Instagram are rolling out features intended to help you manage your time with the app better. Apple responded with the introduction of tools in its new iOS 12 operating system aimed at informing and empowering users to better manage their smartphone usage and parental controls that allow parents to better monitor and control their children's phone time. Screen Time is an activity dashboard that gives users a detailed breakdown of how much time they spend with each app, how often they pick up their phone and how many notifications they've received from each app. Parents, however, are able to set hard limits on the phones of their children, completely locking them out of apps or categories once they reach their allotted time.",http://rss.cnn.com/~r/rss/cnn_latest/~3/iWbAyI2P36Y/index.html
140,The Chinese phone giant that beat Apple to Africa,CNN,2018-10-10,0.672583,0.481509,"In Edna Mall on the bustling Bole Road in Addis Ababa, the capital of Ethiopia, Mesert Baru poses for her Tecno Camon i. ""This phone is seriously nice for selfies,"" says the 35-year-old shop assistant, admiring the picture she just took. Tecno cameras have been optimized for African complexions, explains Arif Chowdhury, vice president of Transsion. Transsion founder George Zhu had spent nearly a decade traveling Africa as head of sales for another mobile phone company when he realized that selling Africans handsets made for developed markets was the wrong approach. Giving consumers what they want

In 2006, Zhu launched Tecno in Nigeria, targeting Africa's most populous nation first. Expanding in India and beyond

For Transsion, future growth is set to come from building its business outside Africa in other developing markets, such as Russia, Indonesia and Bangladesh.",http://rss.cnn.com/~r/rss/cnn_latest/~3/Eb1Z-6qD3Eg/index.html
141,Global market rout; Blaming the Fed; BMW ups its China stake,CNN,2018-10-11,0.557765,0.460799,"Markets head for more losses: US stock futures were lower, pointing to another day of losses on Wall Street. Meanwhile, a sharp drop in US stocks on Wednesday spread to global markets. US rates have risen rapidly, which led to spiking bond yields. However, US Treasury Secretary Steven Mnuchin said he didn't think the Federal Reserve triggered the rout in US stocks. Volatile oil: US oil futures dropped 1.1% to trade at $72.30 per barrel.",http://rss.cnn.com/~r/rss/cnn_latest/~3/4Ow0sg50Vrc/index.html
142,"Bitcoin up 30,000X -- here's your backdoor in",CNN,2018-10-11,0.844689,0.990702,"The legendary investors at The Motley Fool have unveiled their latest financial game plan… and I haven’t been this excited about a brand new investment guide in a long time! Because this latest game plan is a “backdoor” opportunity into a big trend that’s become the financial story of the year. I’m talking about Bitcoin — which surged up to 2,122% in just 2017 alone, creating a new wave of ""Bitcoin millionaires"" in the process. That's because The Motley Fool’s newest game plan is a savvy backdoor way to position your portfolio to capture the upside of the Bitcoin boom...

This new game plan -- just announced -- is creating a way to bring Bitcoin into the mainstream financial world. So even if Bitcoin soars another 1,000%... drops 50%... or sits flat for the next year, this game plan could position you to profit so long as people are trading the digital currency.",http://rss.cnn.com/~r/rss/cnn_world/~3/YzzqOMxgl_A/backdoor-bitcoin-advert
143,Markets attempt a comeback after scary sell-off,CNN,2018-10-11,0.6548,0.983592,"Investors have bolted from the index, which contains many tech stocks, because they are concerned about holding some of the market's riskiest stocks in a downturn. Stocks have turned sharply south because investors are increasingly concerned about rising interest rates. Tech stocks took a beating, sending the Nasdaq tumbling 4%. That dragged down stock indexes in the United Kingdom, Germany and France on Thursday, all of which fell more than 1%. The S&P 500's 3% plunge on Wednesday was rare.",https://www.cnn.com/2018/10/11/investing/dow-stock-market-today/index.html
144,Tech stocks got routed,CNN,2018-10-11,0.792298,0.6698,"Big Tech stocks that soared over the past year are tumbling this month. Facebook ( FB ), Apple ( AAPL ), Twitter ( TWTR ) and Microsoft ( MSFT ) have all dropped about 4% in the past week. The New York Stock Exchange's FANG+ index, which includes many of these stocks as well as Tesla ( TSLA ), Nvidia ( NVDA ) and China's Alibaba ( BABA ) and Baidu ( BIDU ), has dropped 8% this week. That may be one of the reasons why investors are starting to rotate out of tech and into other parts of the market that have lagged lately, including banks, utilities and drugmakers -- which many consider to be safer stocks because of their big dividends. Even after the big drops of the past few days, most of the FANG stocks, Microsoft, Twitter and many other big techs are still sitting on pretty significant gains this year.",http://rss.cnn.com/~r/rss/cnn_tech/~3/TyR7cZVEqWc/index.html
145,Stocks look to bounce back,CNN,2018-10-12,0.682823,0.415541,"The Nasdaq, which has taken the brunt of the recent stock market turbulence, was set to rise 1.5%. In times of market turbulence, there's nothing like soaring profits to calm investors' nerves. Tech stocks have come under fire because they are some of the riskiest and most expensive parts of the market. Investors fear that tech companies may not hold up well in a downturn, particularly as interest rates spike. Stocks had turned sharply south over the past week because investors are concerned about rising interest rates.",http://rss.cnn.com/~r/rss/cnn_latest/~3/2rNRJcBzlOE/index.html
146,"5 days, $1 billion: Flipkart and Amazon spur Indian smartphone bonanza",CNN,2018-10-12,0.61275,0.565536,"Flipkart and Amazon are leading an online sales bonanza that will see Indians buy smartphones worth over $1 billion in just five days, according to tech consultancy Counterpoint Research. Bangalore-based Flipkart said it sold 1 million devices during the first hour of an online phone sale on Thursday that was part of its ""Big Billion Days"" shopping festival. The sales are continuing and comprehensive numbers have not been released, but Counterpoint Research analyst Anshika Jain said smartphone purchases are ""absolutely"" on track to cross the $1 billion mark by the end of the week. The Chinese phone giant that beat Apple to Africa More than 300 million Indians now have smartphones, a number that is growing rapidly as tech companies and the Indian government attempt to bring the rest of the country's 1.3 billion people online. Online sales accounted for 31% of India's overall smartphone sales last quarter, Kaur said.",http://rss.cnn.com/~r/rss/cnn_tech/~3/xYJjrGKqmsY/index.html
147,Samsung forecasts record quarterly profit,BBC,2018-10-05,0.63012,0.738817,"Image copyright
                 Getty Images
                
            
            
         Samsung Electronics expects to post record operating profit in the third quarter, helped by strong demand for its memory chips. The South Korean electronics giant is forecasting operating profits of around 17.5 trillion won ($15.5bn; £11.9 bn), up 20.4% from a year ago. The firm expects consolidated sales will reach around 65 trillion won in the three months to September, up 4.8% on last year. The South Korean firm has seen earnings surge in recent years largely due to demand for memory chips in mobile devices, but falling prices for some electronic components could hit further earnings growth. Samsung is due to publish a detailed third quarter earnings later this month.",https://www.bbc.co.uk/news/business-45755285
148,Apple and Amazon hit back over China hack,BBC,2018-10-05,0.746391,0.994068,"Image copyright
                 Apple
                
            
            
            
                Image caption
                
                    Apple was blunt in its response to Bloomberg Businessweek's story
                
            
            
        A report alleging that Apple and Amazon had data stolen by Chinese spies has been strongly disputed by both tech firms. The story suggested that Amazon Web Services (AWS) and Apple were among 30 companies, as well as government agencies and departments, that used the suspect servers. The news agency's story, which Bloomberg said resulted from a 12-month investigation, relied on unnamed and unidentified sources which, it said, included insiders at both Amazon and Apple. Image copyright
                 Reuters
                
            
            
            
                Image caption
                
                    Amazon disputed the findings reported in the spy chip story
                
            
            
        Now Apple has published its statement in full on its media site saying it had ""repeatedly explained"" to Bloomberg reporters that they were wrong. The NCSC responded to questions about the alleged spy chip attack by saying it was aware of media reports but had ""no reason to doubt the detailed assessments made by AWS (Amazon Web Services) and Apple"".",https://www.bbc.co.uk/news/technology-45757531
149,Minecraft ends support on Apple TV,BBC,2018-10-09,0.720622,0.86885,"Image copyright
                 other
                
            
            
        Microsoft is ending support for Minecraft on Apple TV. Apple fan Nathan Burlton tweeted a picture of the message from Minecraft when his 10-year-old son tried to load the game on his Apple TV at the weekend. Set-top gaming
Set-top boxes have struggled to attract mass audiences to their games offerings despite many being made available on devices like the Apple TV, Amazon's Firestick and Google's Android TV. In an interview with Fast Company last year, games publisher Raw Fury said in the first five months of the launch of its game Kingdom: New Lands, it had sold 54,000 units of the iOS version, 35,000 of the XBox One version and 600 on Apple TV. ""We wouldn't assume Apple TV would be the primary device that most Minecraft players are using but for the people who are playing it, it may be their only way of playing it on their big TV,"" he said.",https://www.bbc.co.uk/news/technology-45797653
150,Google phones launch in privacy storm,BBC UK,2018-10-09,0.843862,0.977682,"Image copyright
                 Google
                
            
            
            
                Image caption
                
                    Google has opted to keep to one rear camera on the new phones despite an industry trend for two or more
                
            
            
        Google has launched its latest smartphones  under the shadow of a data exposure scandal. Image copyright
                 Google
                
            
            
            
                Image caption
                
                    The smaller Pixel 3 has a 5.5in screen while the Pixel 3 XL has a 6.3in display - both larger than last year's models
                
            
            
        The Pixel phones will not be directly affected by the move, but do make use of several of the firm's cloud-based technologies including Google Photos - an image storage service that was spun out from Google+ three years ago. Image copyright
                 Google
                
            
            
            
                Image caption
                
                    Google says the Pixel 3 camera can capture 184% more of the scene in a selfie than Apple's iPhone XS
                
            
            
        In addition, algorithms originally developed for the firm's standalone Clips camera have been integrated to automatically take photos at the best moment - for example just as subjects smile or open their eyes - to avoid the need for a button tap. Image copyright
                 Google
                
            
            
            
                Image caption
                
                    An optional stand for the phones unlocks extra functionality
                
            
            
        Other new features include:

Top Shot - a facility that automatically tries to identify the best image from a burst of photographs taken in quick succession

Sunrise Mode - a feature that changes the colour of the screen to mimic dawn ahead of a morning wake-up alarm, if the phone is placed in an optional dock

Titan - a new chip that secures biometric and other data, which Google says should make the devices harder to hack


The Pixel 3 starts at £739 - slightly less than the iPhone XR - while the Pixel 3 XL starts at £869 - slightly more than Samsung's Galaxy Note 9. Image copyright
                 Google
                
            
            
            
                Image caption
                
                    Google also unveiled a tablet and screen-enabled smart speaker in addition to its phones
                
            
            
        Ms Milanesi said it was an example of a tech firm making ""choices based on the level of trust in its brand"" rather than what was technologically possible.",https://www.bbc.co.uk/news/technology-45790074
151,Apple hires 300 engineers from UK company,BBC UK,2018-10-11,0.787493,0.763566,"Image copyright
                 Getty Images
                
            
            
            
                Image caption
                
                    Apple uses Dialog's chips in its iPhones, iPads and Watches
                
            
            
        Apple is adding 300 computer chip engineers to its team after striking a deal to hire them from one of its British suppliers. Apple has long used Dialog's products to monitor and control power consumption in its iPhones and iPads. ""Dialog has deep expertise in chip development and we are thrilled to have this talented group of engineers who have long supported our products now working directly for Apple,"" said the handset-maker's hardware technologies chief Johny Srouji. Last November, rumours emerged that Apple also planned to phase out use of Dialog's components, causing the supplier's shares to tumble 20%. However, those fears appear to have been overstated since Apple has also announced it has pre-paid Dialog a further $300m to secure products from it over the next three years.",https://www.bbc.co.uk/news/technology-45821600
152,Apple hires 300 specialists from UK company,BBC,2018-10-11,0.716289,0.763566,"Image copyright
                 Getty Images
                
            
            
            
                Image caption
                
                    Apple uses Dialog's chips in its iPhones, iPads and Watches
                
            
            
        Apple is adding 300 computer chip engineers to its team after striking a deal to hire them from one of its British suppliers. Apple has long used Dialog's products to monitor and control power consumption in its iPhones and iPads. ""Dialog has deep expertise in chip development and we are thrilled to have this talented group of engineers who have long supported our products now working directly for Apple,"" said the handset-maker's hardware technologies chief Johny Srouji. Last November, rumours emerged that Apple also planned to phase out use of Dialog's components, causing the supplier's shares to tumble 20%. However, those fears appear to have been overstated since Apple has also announced it has pre-paid Dialog a further $300m to secure products from it over the next three years.",https://www.bbc.co.uk/news/technology-45821600
153,WhatsApp fixes video call crash bug,BBC,2018-10-11,0.789647,0.418958,"Image copyright
                 Reuters
                
            
            
            
                Image caption
                
                    The bug made answering some video calls risky
                
            
            
        Answering a booby-trapped video call via the WhatsApp messaging service could force the app to crash and close, a security expert has found. Natalie Silvanovich, a member of a team Google set up to hunt for vulnerabilities in widely-used software, discovered the WhatsApp weakness. The web version of WhatsApp uses a different method for moving video, so is not vulnerable to this bug. ""We routinely engage with security researchers from around the world to ensure WhatsApp remains safe and reliable,"" it said. It added that there was no evidence that the bug was widely known in the malicious hacking world or was exploited to attack WhatsApp users.",https://www.bbc.co.uk/news/technology-45823450
154,My life as a blind 'luddite',BBC UK,2018-10-11,0.630208,0.951028,"Image caption
                
                    Neil Prior has been blind since the age of 13 and ""fell out of love"" with technology
                
            
            
        The majority of Wales' 107,000 visually impaired people do not have access to the internet at home, according to research for World Sight Day. It was a thoroughly intuitive skill and one of the few things in life where a blind person is at a distinct advantage over sighted people. Image copyright
                 Getty Images
                
            
            
            
                Image caption
                
                    Technology for blind and visually impaired people can be expensive
                
            
            
        Dr Yan Wu, who led the study on behalf of Swansea University's Colleges of Arts and Humanities and Science, told me that while digital lag can be a problem for all men of a certain age like me, the problems faced by blind people are more acute. ""Software itself can cost over £800 to purchase, and when you consider that only 25% of blind people are in full-time employment, the boundaries to digital inclusion soon mount up."" Image copyright
                 Getty Images
                
            
            
            
                Image caption
                
                    Voice-activated technology is ""the way forward""
                
            
            
        According to Dr Wu the answer lies in moving away from adapting sighted applications to work for blind people, to making software and hardware which is accessible to everyone from the outset.",https://www.bbc.co.uk/news/uk-wales-45830060
155,Cannabis in Canada: 'We know the world is watching’,BBC,2018-10-14,0.494817,0.418052,"'There is a lot of painstaking care in making the right plant'

            
                
                
                
                
                
                 Image copyright
                 Theresa Keil
                
            
            
        Vinay Tolia ran his own hedge fund before becoming chief executive of Flowr this year. Vinay says getting into the legal cannabis industry is ""the right thing to do from a social level. 'We know the world is watching'

            
                
                
                
                
                
                 Image copyright
                 Kelly Coulter
                
            
            
        Many of Canada's larger firms are aiming for rapid industrial-scale turnover, but Kelly Coulter has other plans. 'Canada will become an afterthought'

            
                
                
                
                
                
                 Image copyright
                 Diego Pellicer
                
            
            
        Ron Throgmartin admits he is ""not a marijuana smoker"", but as a businessman he sees an opportunity in commercial cannabis real estate. 'It's akin to wine tourism'

            
                
                
                
                
                
                 Image copyright
                 Sean Roby
                
            
            
        Sean Roby runs Bud and Breakfast, a self-styled ""AirBnB of cannabis"".",https://www.bbc.co.uk/news/business-45788532
156,An online decency moderator's advice: Blur your eyes,BBC,2018-10-14,0.659213,0.995888,"Image copyright
                 Facebook
                
            
            
            
                Image caption
                
                    People working in content moderation see the worst that the internet can throw at them
                
            
            
        ""When I left, I didn't shake anyone's hand for three years. Image caption
                
                    MySpace was one of the first social networks and moderators saw as much bad content as currently available
                
            
            
        When she started out, working the graveyard shift at MySpace, there was little guidance about how to do the job. That brings cost savings but it also allows them a level of organisational distance when there are inevitable cases such as this one,""

            
                
                
                
                
                
                 Image copyright
                 Getty Images
                
            
            
            
                Image caption
                
                    As more people share content online, the job of moderating it becomes more crucial
                
            
            
        Facebook screens for resilience, with pre-training for all its moderators to explain what is expected in the job and a minimum of 80 hours with an instructor using a replica of the system, before reviewers are let loose in the real world. Image copyright
                 Getty Images
                
            
            
            
                Image caption
                
                    Moderators rarely use psychological help on offer, said one content moderation boss
                
            
            
        LiveWorld has now racked up more than one million hours of moderation and Mr Friedman has plenty of advice for how to do it well. Knowing we are there 24/7 makes moderators better able to deal with the stuff they are seeing

Shifts need to be relatively short - 30 minutes to three-and-a-half hours for those looking at the nastiest content

It may not suit religious or culturally conservative people, who may have a harder time dealing with the kind of stuff out there

Instead the ideal candidate is someone who already embraces social media ""so they realise that there is good and bad"" as well as someone who is able to ""put up their hand and say I need a break for a day, a week, a month""

There is a need for emotional maturity.",https://www.bbc.co.uk/news/technology-45664643
157,U.S. Stock Market Plunges; Hurricane Michael Damage Described;  Astronauts Rescued After Failed Soyuz Launch; Positive Athlete Report;,CNN: Student News,2018-10-12,0.631675,0.922091,"Tech companies suffered the biggest losses due to their instability to

                  begin with.; People on scene in the panhandle of Florida describe the

                  devastation after Hurricane Michael made landfall.; Astronauts from NASA

                  and Russia were rescued after a rocket booster failed on a Soyuz rocket

                  launch from Kazakhstan. Both astronauts are said

                  to be unharmed.; The Positive Athlete Report is about Major League Soccer

                  partnering with the Special Olympics Unified Soccer Team for the All-Star

                  games.; Pumpkin boats are carved out and raced in water in the state of

                  Maine during a pumpkin festival 

                                    

                  

                  CARL AZUZ, CNN 10 ANCHOR:  Whether it`s October 5th, 12th, 19th or 26th, Friday`s are awesome. Wednesday was one of the U.S. Stock Market`s worse days ever in terms of the number of points it lost. You don`t hear a lot about emergency landings for astronauts but one was made Thursday when a rocket booster failed during a Russian Soyuz launch. (BEGIN VIDEO CLIP)

                  UNIDENTIFIED FEMALE:  Just like Major League Soccer has it`s All-Star Game, Special Olympics Unified Sports has it`s All-Star Game.",
158,Apple to increase investment and expand cooperation in Shanghai,China Economic Information Service (Xinhua),2018-10-10,0.783499,0.533823,"BEIJING, Oct. 10 (Xinhua) -- U.S. technology giant Apple on Tuesday pledged to further increase investment and expand cooperation in Shanghai, according to Tim Cook, Apple's Chief Executive Officer (CEO), Shanghai Securities News reported Tuesday. The CEO made the remarks after a meeting with Li Qiang, secretary of the CPC Shanghai Municipal Committee. Shanghai would further open up to the outside world and create world-class business environment to provide services for Chinese as well as foreign enterprises that set foot here, according to Li Qiang. Apple has strong confidence in Shanghai's future development, and will make more contribution to Shanghai's social and economic development through investment and cooperation, Tim Cook added.",
159,DealBook Briefing: The Big Problem at the Heart of Tech’s Latest Spy Scandal,NYT DealBook,2018-10-05,0.518945,0.754352,"Bloomberg Businessweek published an investigation yesterday alleging that Chinese spy chips were embedded in data center equipment used by the likes of Apple and Amazon, and that the U.S. government was investigating. Shares in Super Micro, the company whose motherboards were reportedly compromised by Chinese subcontractors, plummeted by over 40 percent yesterday. But the companies involved have made heated denials:

• Amazon says “there are so many inaccuracies in this article” that “they’re hard to count,” adding that “at no time, past or present, have we ever found any issues relating to modified hardware or malicious chips in Super Micro motherboards.” • Apple says that it “has never found malicious chips, ‘hardware manipulations’ or vulnerabilities purposely planted in any server,” and is “not aware of any investigation by the F.B.I.” It adds that it is “deeply disappointed that in their dealings with us, Bloomberg’s reporters have not been open to the possibility that they or their sources might be wrong or misinformed.”",https://www.nytimes.com/2018/10/05/business/dealbook/china-chip-spying.html?partner=acquire1
160,DealBook Briefing: Why the Stock Markets are Tumbling,NYT DealBook,2018-10-11,0.694869,0.831385,"President Trump called the situation “a correction that we’ve been waiting for for a long time,” and used it as a chance to again criticize the Fed’s interest rate increases. Christine Lagarde, the head of the International Monetary Fund, supported the Fed, calling its policies “legitimate and necessary.” But Matt Phillips of the NYT points out that many factors are at play in the sudden market fall:

Concerns about nascent inflation, rising interest rates and the potential for the Federal Reserve to tighten monetary policy came together into a wave of selling Wednesday. In addition, President Trump’s policies toward Beijing have become a drag on technology companies, which rely heavily on China as a manufacturing base. Mohamed El-Erian of Bloomberg Opinion says that in the longer term, the markets will take on “a more solid footing” — but warns that the short term is “likely to be quite volatile.”",https://www.nytimes.com/2018/10/11/business/dealbook/stock-market-fall.html?partner=acquire1
161,How to Charge Your Phone Faster,The New York Times,2018-10-04,0.549341,0.986453,"There are a few different fast-charging standards, however, and not every phone will charge quickly with every fast charger out there. You can use a Samsung Adaptive Fast Charger on a Motorola phone, and a Motorola TurboPower charger on a Samsung phone, since they’re both based on Qualcomm’s Quick Charge technology. Some phones, like Apple’s latest iPhones and Google’s Pixel Line, use the USB Power Delivery standard, and these are interchangeable with each other as well. A Quick Charge 2.0 phone will only ever be able to charge at Quick Charge 2.0 speeds, even if connected to a Quick Charge 3.0 charger. (You can find a list of Quick Charge-compatible phones at Qualcomm’s website — if your phone isn’t on the list, it may use USB Power Delivery or a proprietary fast-charging standard instead.)",https://www.nytimes.com/2018/10/03/smarter-living/how-to-charge-phone-faster.html?partner=rss&emc=rss
162,Wall Street Succumbs to Soaring Bond Yields,The New York Times,2018-10-04,0.717579,0.576687,"(Reuters) - U.S. stocks fell broadly on Thursday, mirroring weakness in the global markets, as government bond yields surged to multi-year highs on robust U.S. economic data and optimistic views from the Federal Reserve. Ten of the 11 major S&P sectors were lower, led by a 1 percent drop in the communication services sector, where heavyweights such as Facebook fell 1.2 percent, and Alphabet and Netflix slid 1.7 percent each. Technology stocks declined 1 percent and were the biggest drag on the markets. Apple fell 0.8 percent. The yield on the benchmark 10-year note  hit a high of 3.232 percent, as strong economic data on Wednesday raised expectations that the non-farm payrolls report due out on Friday morning would come in stronger than anticipated.",https://www.nytimes.com/reuters/2018/10/04/business/04reuters-usa-stocks.html?partner=rss&emc=rss
163,"Wall Street Slightly Lower as Tech Stocks, Oil Weigh",The New York Times,2018-10-08,0.948495,0.534413,"(Reuters) - U.S. stock indexes were lower on Monday, pressured by a drop in technology and energy companies and muted appetite for equities after last week's spike in Treasury yields following healthy economic data. Six of the 11 major S&P sectors were lower as a 0.35 percent slide in technology stocks led the declines, followed by a 0.24 percent drop in the energy sector. The drop in technology stocks was led by a 0.5 percent fall in Apple and a decline in chipmakers. Micron fell 1 percent and Nvidia dropped 0.7 percent. Members of the so-called FAANG group — Facebook, Amazon, Netflix and Alphabet — were down between 0.24 percent and 2 percent.",https://www.nytimes.com/reuters/2018/10/08/business/08reuters-usa-stocks.html?partner=rss&emc=rss
164,New Pixel Phones and Other Gadgets Keep Google in the Hardware Hunt,The New York Times,2018-10-09,0.609306,0.476175,"MOUNTAIN VIEW, Calif. — For much of the last decade, Apple and Samsung have dominated sales of smartphones. The company on Tuesday unveiled new versions of its Pixel smartphone, which is a high-end challenger to Apple’s iPhone and Samsung’s Galaxy phones. The internet company has pushed these products as a way to showcase its prowess in areas like artificial intelligence and image processing. For a company that makes most of its money selling advertising next to search results, the hardware increasingly appears to be an expensive hobby. One of its biggest hits thus far is a Google-branded wireless router, which is too much of a niche product to serve as the foundation of a hardware strategy.",https://www.nytimes.com/2018/10/09/technology/personaltech/pixel-phones-gadgets-google-hardware.html?partner=rss&emc=rss
165,"If You Are Fed Up With WhatsApp, Truecaller Will Launch Its Own Messaging Feature Very Soon",India Times,2018-10-04,0.49882,0.786676,"Truecaller is fairly popular in its own right, as a way for people to flag and block spam callers and the like, but the company is now trying to broaden its uses. “With the aim to make communication safer and to prevent fake news from circulating, the IM platform will allow users to report links, ensuring that fake news is not circulated unchecked by users.” So, just like its crowd-sourced robocall flagging system, Truecaller’s messenger will supposedly focus on letting users mark fake news links for others on the platform. Truecaller Chat will supposedly integrate its own chat with your SMS as well. Truecaller Chat reportedly won’t stop at just having users flag fake news though, the company says it also plans to eventually implement a machine learning algorithm.",https://www.indiatimes.com/technology/apps/truecaller-is-challenging-whatsapp-with-a-new-instant-messaging-feature-of-its-own-354182.html
166,How Siri In iPhone Could Help Women Feel A Little More Safer On Indian Streets,India Times,2018-10-04,0.757491,0.593697,"This means you can use whatever phrase you feel like as a trigger, and then have the Shortcut stitch together actions from multiple apps. For instance, you could have a “Good morning Siri” shortcut for when you first wake up that would turn up your IoT lights through the iPhone app, queue up your playlist from where you left off, and maybe bring up the morning’s headlines. That’s a shortcut that make sense for people living in the US, where police brutality is a fairly common occurrence. An India-focused shortcut like this for women could use some of those actions, sending your location to friends and recording video for a start. The shortcut could send your Uber details to contacts, as well as maybe turning off FaceID/TouchID unlock in case your phone is stolen.",https://www.indiatimes.com/technology/apps/how-siri-shortcuts-feature-in-ios-12-could-help-women-feel-a-little-safer-on-indian-streets-354191.html
167,"Week lows as US bond yields soar, but bank stocks rise",Economic Times,2018-10-05,0.865663,0.895474,"TOKYO: Japan's Nikkei fell to its lowest close in two-weeks on Friday, tracking weakness on Wall Street as rising US Treasury yields have dimmed the allure of most stocks except financial ones.The Nikkei share average ended 0.8 per cent lower to 23,783.72, the weakest close since Sept. 20. Earlier this week, the index traded above the 24,000 mark and hit 27-year highs.The banking sector surged 1.1 per cent on Friday and was the board's biggest gainer with Chiba Bank surging 3.1 per cent and Shizuoka Bank 2.8 per cent.Japanese banks - and particularly regional ones - gained after advisers to Prime Minister Shinzo Abe presented a rough draft on policy ideas that included consolidation of regional banks.But overall, analysts said the stock market had become overbought in a very short timeframe, leaving shares vulnerable to profit-taking. But at the same time, when people become risk-averse on fears that many emerging market economies would suffer due to rising US interest rates, Japanese shares are sold too. ""Doshida said that when Japanese shares have matched gains in of US ones, it is tough to expect further rises unless there's a positive factor specific to Japan.He added that whether the Topix, which has hit eight-month highs, can rally to new highs depends on first-half earnings. The Nikkei fell 1.4 per cent for the week after posting three straight weekly gains, rising 7.9 per cent in total.US Treasury yields kept climbing to multi-year highs on Thursday's latest round of strong US economic data.",https://economictimes.indiatimes.com/markets/stocks/news/week-lows-as-us-bond-yields-soar-but-bank-stocks-rise/articleshow/66084150.cms
168,OnePlus Sets The Trend For Tech Giants With Its On-Screen Fingerprint Scanner,India Times,2018-10-05,0.639979,0.687073,"With the Oneplus 6T, they are making some big changes -- like doing away with the headphone jack and adding an on-display fingerprint sensor. Currently, this technology is only available on Vivo and Oppo smartphones, and flagship phones from Apple and Samsung don't sport the on-display fingerprint sensor, either. Sources have told us that the fingerprint-on-display (FOD) sensors were first supposed to debut on the OnePlus 5T, but back then the technology didn’t work as fast or as efficiently as the company wanted it to, thereby delaying its launch. The FOD sensor isn't just for bragging rights alone, explains a OnePlus engineer, “We unlock our phones multiple times a day, and Screen Unlock reduces the number of steps to complete the action. Founder Pete Lau already believes that other tech giants are headed in the same direction, following OnePlus 6T's trend-setting example in the premium smartphone segment.",https://www.indiatimes.com/technology/oneplus-sets-the-trend-for-tech-giants-with-its-on-screen-fingerprint-scanner-354247.html
169,"Apple co-founder Steve Jobs' 7th death anniversary: How he changed smartphone, app and 4 other technology segments | Gadgets Now",Times of India,2018-10-05,0.90234,0.996253,Apple’s Macintosh 128K was the first-ever desktop computing machine from the company. It was launched with the moniker – Apple Macintosh in 1984. Macintosh 128K sported a 9-inch CRT monitor and came along with a couple of accessories including a keyboard and a mouse.,https://www.gadgetsnow.com/slideshows/apple-co-founder-steve-jobs-7th-death-anniversary-how-he-changed-smartphone-app-and-4-other-technology-segments/photolist/66085848.cms
